outer_fold,method,placement,well_1,well_2,well_3,well_4,well_5,well_6,well_7,well_8,well_9,well_10,well_11,well_12,well_13,well_14,well_15,well_16,well_17,well_18,well_19,well_20,well_21,well_22,well_23,well_24,well_25,well_26,well_27,well_28,well_29,well_30
10,rank_optimized_joint,condition_joint,26,28,29,4,6,17,21,19,12,23,18,5,9,1,20,25,13,27,14,15,10,30,22,16,2,8,7,24,11,3
10,rank_optimized_joint,dg_pressure,29,30,28,15,17,11,26,25,10,27,14,6,7,2,23,16,9,1,19,4,3,22,20,24,18,5,12,21,8,13
10,rank_optimized_joint,condition_pressure,27,28,30,15,17,11,26,24,10,29,14,6,7,2,25,16,9,1,19,4,3,22,20,23,18,5,12,21,8,13
10,property_decoupled,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,property_decoupled,dg_joint,28,29,30,14,20,11,25,22,1,23,16,5,8,2,15,10,9,24,21,6,7,19,17,26,18,4,12,27,13,3
10,property_decoupled,condition_joint,28,29,30,14,18,11,27,22,1,26,19,4,9,2,15,10,8,25,21,6,7,20,16,24,17,5,12,23,13,3
10,property_decoupled,dg_pressure,28,27,30,15,21,11,25,24,10,22,16,6,7,2,17,13,9,1,23,4,3,19,20,29,18,5,12,26,8,14
10,property_decoupled,condition_pressure,27,28,30,14,17,11,23,22,10,25,19,6,7,2,18,13,9,1,24,4,3,21,16,29,20,5,12,26,8,15
10,hybrid,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,hybrid,dg_joint,29,27,26,4,20,12,24,18,16,28,13,5,9,1,3,15,10,17,21,7,8,30,23,22,2,14,11,25,19,6
10,hybrid,condition_joint,29,27,26,4,10,13,24,18,9,28,16,6,17,1,3,19,14,15,22,8,7,30,23,21,2,12,11,25,20,5
10,hybrid,dg_pressure,30,28,27,17,21,12,26,20,13,29,7,4,8,2,15,14,10,9,24,3,5,22,25,23,19,6,11,1,16,18
10,hybrid,condition_pressure,30,25,28,17,22,12,24,20,13,29,7,4,8,2,15,14,10,9,26,3,5,21,27,23,19,6,11,1,16,18
10,POD,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,POD,dg_joint,27,28,29,9,1,17,23,24,11,25,19,5,6,16,21,22,10,26,15,13,7,30,18,14,4,8,3,20,12,2
10,POD,condition_joint,27,28,29,9,1,17,23,24,11,25,19,5,6,16,21,22,10,26,15,13,7,30,18,14,4,8,3,20,12,2
10,POD,dg_pressure,30,28,29,13,4,16,20,21,10,22,14,12,2,15,23,27,11,26,18,9,6,24,17,19,3,7,8,25,5,1
10,POD,condition_pressure,30,28,29,13,4,16,20,21,10,22,14,12,2,15,23,27,11,26,18,9,6,24,17,19,3,7,8,25,5,1
10,POD-E,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,POD-E,dg_joint,29,27,28,4,6,14,25,23,15,26,17,5,13,1,20,18,12,24,16,11,9,30,19,22,2,8,7,21,10,3
10,POD-E,condition_joint,27,28,29,4,6,17,23,24,13,25,19,5,16,1,20,22,11,26,12,15,9,30,18,14,2,8,7,21,10,3
10,POD-E,dg_pressure,28,29,30,15,16,11,26,25,10,27,7,6,8,2,24,18,9,1,20,4,3,22,19,23,17,5,12,21,14,13
10,POD-E,condition_pressure,28,27,30,15,16,11,26,24,10,29,7,6,8,2,25,18,9,1,20,4,3,22,19,23,17,5,12,21,14,13
10,original_tbmd,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,original_tbmd,dg_joint,28,29,30,17,7,18,26,23,12,25,16,5,4,1,15,14,6,24,20,8,11,27,22,21,2,13,9,19,10,3
10,original_tbmd,condition_joint,28,29,30,17,21,18,26,23,13,25,16,5,4,1,20,14,10,24,19,9,8,27,22,6,2,12,7,15,11,3
10,original_tbmd,dg_pressure,29,30,28,13,23,18,24,26,10,27,8,5,7,2,1,11,12,19,25,4,3,16,17,21,20,6,9,22,15,14
10,original_tbmd,condition_pressure,29,30,27,13,25,19,24,16,10,28,8,5,7,2,1,11,12,20,26,4,3,17,22,18,21,6,9,23,15,14
